From,To,Lag,P_value,Value,Causal,Type
X4,X5,0,0.5811848548165542,0.024981138355458267,False,Simultaneous
X3,X3,2,0.6121239399033347,-0.022961537527455837,False,Lag2
X2,X6,3,0.6180974747746129,-0.022600103260423308,False,Lag3
X3,X2,0,0.6224749649726982,0.022318989310101813,False,Simultaneous
X2,X3,0,0.6224749649726982,0.022318989310101813,False,Simultaneous
X3,X5,3,0.6307906270863957,-0.02178731053000593,False,Lag3
X2,X5,1,0.6447480270153164,-0.020923052978035664,False,Lag1
X2,X2,2,0.6540903351364881,0.02031309465682881,False,Lag2
X3,X6,1,0.6550705198405915,0.020230777155274812,False,Lag1
X5,X5,2,0.667160540552137,-0.019495499719096365,False,Lag2
X2,X5,2,0.6747528966920397,0.019043048777862594,False,Lag2
X6,X4,0,0.6747695475246237,0.018983464494047777,False,Simultaneous
X4,X6,0,0.6747695475246237,0.018983464494047777,False,Simultaneous
X5,X4,3,0.6838492056506809,0.0184606290260209,False,Lag3
X1,X2,2,0.6970404986009335,0.017667556549383845,False,Lag2
X2,X2,3,0.7087578712329617,0.016950930161666985,False,Lag3
X4,X6,2,0.7133950462994534,-0.016634271387949262,False,Lag2
X6,X5,1,0.7142341614819905,0.01660036954784583,False,Lag1
X6,X2,1,0.730986674805814,-0.015586721982174204,False,Lag1
X6,X3,1,0.7315658125658289,-0.015535864598533924,False,Lag1
X6,X3,2,0.7329600045664082,-0.015451970243607255,False,Lag2
X6,X1,1,0.7452296004324847,-0.014731011420889865,False,Lag1
X6,X5,2,0.7557118970269964,0.01410458128443334,False,Lag2
X5,X1,1,0.758904454074484,0.013914329257433796,False,Lag1
X5,X2,0,0.7604546508578105,0.013822037612428097,False,Simultaneous
X2,X5,0,0.7604546508578105,0.013822037612428097,False,Simultaneous
X1,X6,3,0.7752466929935451,-0.012944193513100232,False,Lag3
X3,X4,2,0.7767307768745003,0.012843199711436966,False,Lag2
X3,X6,2,0.7789410261869751,0.012712658882680111,False,Lag2
X5,X3,2,0.7888410939862696,0.012129218617979186,False,Lag2
X3,X1,1,0.7891533383439759,0.012123289847615838,False,Lag1
X2,X1,1,0.795935431667653,-0.011712364846425686,False,Lag1
X6,X1,2,0.7964672773123924,-0.01169315287255212,False,Lag2
X4,X1,0,0.8057253609097956,-0.011150175400729073,False,Simultaneous
X1,X4,0,0.8057253609097956,-0.011150175400729073,False,Simultaneous
X5,X5,1,0.8103385192398849,-0.010891415843746387,False,Lag1
X5,X3,0,0.8174218170315941,0.010455712470376338,False,Simultaneous
X3,X5,0,0.8174218170315941,0.010455712470376338,False,Simultaneous
X5,X6,2,0.8305836882620725,-0.009699887109877289,False,Lag2
X6,X6,3,0.846315916344454,-0.008778198568749118,False,Lag3
X2,X6,2,0.8573430481987804,0.008141268830317308,False,Lag2
X5,X4,2,0.8630868378193179,0.007818171355716302,False,Lag2
X1,X5,2,0.8700744202889263,-0.007423127048901005,False,Lag2
X1,X5,3,0.8762952152307906,-0.0070647605632205655,False,Lag3
X1,X3,1,0.8780611619761021,0.006955949321613364,False,Lag1
X6,X2,2,0.8910448801045391,0.006210382512563402,False,Lag2
X3,X6,3,0.9439286409787357,0.003185447360173753,False,Lag3
X4,X3,2,0.9472970924983746,-0.0029937966026342584,False,Lag2
X4,X3,1,0.9515593389626861,0.0027485512301255646,False,Lag1
X5,X3,1,0.9661850759140934,-0.0019200414348077809,False,Lag1
X4,X2,2,0.9697318508399999,-0.0017203156940047825,False,Lag2
X6,X5,3,0.9784555098144658,-0.0012243546792143345,False,Lag3
X5,X5,3,0.9796323206865029,0.0011586540495865851,False,Lag3
X2,X5,3,0.980038675849848,-0.0011355329073415629,False,Lag3
X5,X1,2,0.9803160555886483,0.0011197504877613514,False,Lag2
X1,X1,0,1.0,0.0,False,Simultaneous
X2,X2,0,1.0,0.0,False,Simultaneous
X3,X3,0,1.0,0.0,False,Simultaneous
X4,X4,0,1.0,0.0,False,Simultaneous
X5,X5,0,1.0,0.0,False,Simultaneous
X6,X6,0,1.0,0.0,False,Simultaneous
