From,To,Lag,P_value,Value,Causal,Type,Edge_Type,Restricted_MSE,Full_MSE
X3,X1,2,0.7096774193548387,2.4068973277460715e-05,False,Lag2,Lagged,0.010322019789700473,0.010297950816423013
X6,X4,1,0.7096774193548387,2.5518537337381603e-06,False,Lag1,Lagged,0.011248167522680283,0.011245615668946544
X5,X4,1,0.9354838709677419,1.272541575048601e-05,False,Lag1,Lagged,0.011250657450456862,0.011237932034706376
X4,X3,2,0.967741935483871,5.542141894436525e-05,False,Lag2,Lagged,0.011140875517148263,0.011085454098203898
X1,X3,1,0.967741935483871,2.0281524592288477e-05,False,Lag1,Lagged,0.01109113901163433,0.011070857487042042
X3,X6,2,1.0,-2.1150910867427652e-06,False,Lag2,Lagged,0.010318667149356609,0.010320782240443352
X3,X3,2,1.0,-2.3459413770968857e-06,False,Lag2,Lagged,0.010840519425134176,0.010842865366511273
X3,X3,1,1.0,-3.783540738176716e-06,False,Lag1,Lagged,0.011001441806354718,0.011005225347092895
X4,X4,2,1.0,-1.0231361862546307e-05,False,Lag2,Lagged,0.011241165141083786,0.011251396502946332
X2,X6,1,1.0,-1.5655896847948172e-05,False,Lag1,Lagged,0.010308041965660495,0.010323697862508443
X3,X6,1,1.0,-1.9916213060596974e-05,False,Lag1,Lagged,0.01025301582597618,0.010272932039036778
X4,X6,2,1.0,-2.5685667532682893e-05,False,Lag2,Lagged,0.010309504212238365,0.010335189879771048
X6,X5,1,1.0,-2.6717204371628014e-05,False,Lag1,Lagged,0.01104778443382614,0.011074501638197768
X4,X3,1,1.0,-2.7590984309315558e-05,False,Lag1,Lagged,0.010912392088713812,0.010939983073023128
X5,X2,2,1.0,-3.786684346513032e-05,False,Lag2,Lagged,0.010008576012939613,0.010046442856404743
X1,X2,1,1.0,-4.269917194386734e-05,False,Lag1,Lagged,0.009935744752224356,0.009978443924168223
X3,X5,1,1.0,-4.4813982767663574e-05,False,Lag1,Lagged,0.010932969469406481,0.010977783452174145
X6,X1,1,1.0,-4.61105736646282e-05,False,Lag1,Lagged,0.010268915169922637,0.010315025743587265
X6,X3,1,1.0,-5.1973743627942506e-05,False,Lag1,Lagged,0.010869539034808133,0.010921512778436076
X2,X2,1,1.0,-5.234291861193341e-05,False,Lag1,Lagged,0.009848115720807576,0.00990045863941951
X1,X5,2,1.0,-5.514386452609536e-05,False,Lag2,Lagged,0.011049242548932263,0.011104386413458359
X4,X6,1,1.0,-5.640038206248914e-05,False,Lag1,Lagged,0.010216575712118642,0.010272976094181131
X6,X2,1,1.0,-6.437499866747756e-05,False,Lag1,Lagged,0.010010567145692139,0.010074942144359616
X1,X6,1,1.0,-6.68115451761108e-05,False,Lag1,Lagged,0.010227996093526946,0.010294807638703057
X6,X6,2,1.0,-7.657766950359968e-05,False,Lag2,Lagged,0.010105361460004507,0.010181939129508107
X1,X1,1,1.0,-8.759365091875852e-05,False,Lag1,Lagged,0.010242904430797952,0.01033049808171671
X5,X1,1,1.0,-8.960695599611809e-05,False,Lag1,Lagged,0.010207839716668755,0.010297446672664873
X1,X4,1,1.0,-9.219776976909441e-05,False,Lag1,Lagged,0.011175263306136921,0.011267461075906015
X3,X2,2,1.0,-9.415662304997942e-05,False,Lag2,Lagged,0.009841189723594924,0.009935346346644903
X2,X1,2,1.0,-9.575183718156348e-05,False,Lag2,Lagged,0.01027690545840448,0.010372657295586044
X3,X4,2,1.0,-0.00011230479626113052,False,Lag2,Lagged,0.011187943149096208,0.011300247945357339
X4,X5,2,1.0,-0.00011659302121909063,False,Lag2,Lagged,0.010876490755086015,0.010993083776305106
X6,X5,2,1.0,-0.00011929287887046079,False,Lag2,Lagged,0.010850775751918522,0.010970068630788983
X5,X3,2,1.0,-0.00014285530208129997,False,Lag2,Lagged,0.010964356314360463,0.011107211616441763
X2,X3,1,1.0,-0.00014714041933494224,False,Lag1,Lagged,0.010889675228525872,0.011036815647860814
X1,X6,2,1.0,-0.00014735261163349202,False,Lag2,Lagged,0.010223384335930803,0.010370736947564295
X3,X2,1,1.0,-0.00017238082122426716,False,Lag1,Lagged,0.00991645183465803,0.010088832655882297
X2,X3,2,1.0,-0.0002007690841494738,False,Lag2,Lagged,0.010692062579732495,0.010892831663881969
X5,X3,1,1.0,-0.0002298336080444295,False,Lag1,Lagged,0.010928541325462877,0.011158374933507307
X4,X2,1,1.0,-0.00023249394240093708,False,Lag1,Lagged,0.009890158704995442,0.010122652647396379
X6,X4,2,1.0,-0.00023270529517839533,False,Lag2,Lagged,0.011072266007217372,0.011304971302395767
X4,X1,2,1.0,-0.00024122834864763465,False,Lag2,Lagged,0.01018816361669537,0.010429391965343005
X2,X6,2,1.0,-0.0003515345098457287,False,Lag2,Lagged,0.009955611580228374,0.010307146090074102
