From,To,Lag,P_value,Correlation,Causal,Type
X6,X1,0,0.584,0.025527530944261433,False,Simultaneous
X1,X6,0,0.584,0.025527530944261433,False,Simultaneous
X3,X2,0,0.604,0.02536457073251371,False,Simultaneous
X2,X3,0,0.604,0.02536457073251371,False,Simultaneous
X6,X1,2,0.608,0.02521498624945746,False,Lag2
X2,X3,1,0.608,0.025226279003691322,False,Lag1
X4,X6,2,0.608,0.025246152344799173,False,Lag2
X1,X5,1,0.618,0.025040896389269186,False,Lag1
X5,X2,2,0.622,0.02492972617379332,False,Lag2
X1,X4,1,0.622,0.0248679809089342,False,Lag1
X2,X5,1,0.622,0.024993091115085082,False,Lag1
X1,X2,1,0.626,0.024707054765543923,False,Lag1
X1,X3,2,0.666,0.02420833187528702,False,Lag2
X4,X4,2,0.67,0.024130751660567964,False,Lag2
X4,X1,1,0.672,0.02408414803613497,False,Lag1
X5,X3,1,0.68,0.023996472836807912,False,Lag1
X5,X6,2,0.698,0.023734737306778567,False,Lag2
X3,X1,1,0.716,0.02339206720704739,False,Lag1
X3,X3,2,0.734,0.02311464038606741,False,Lag2
X3,X2,2,0.738,0.023045031541456668,False,Lag2
X3,X5,2,0.74,0.023040190005076077,False,Lag2
X6,X3,2,0.744,0.02299483923609598,False,Lag2
X1,X5,2,0.768,0.022740737239700614,False,Lag2
X5,X4,2,0.78,0.022699322678657676,False,Lag2
X3,X4,1,0.782,0.022629869778145954,False,Lag1
X3,X3,1,0.818,0.02201953412854285,False,Lag1
X5,X4,1,0.818,0.022047190965845485,False,Lag1
X6,X4,1,0.86,0.021212157204645993,False,Lag1
X6,X4,2,0.866,0.021056058128325,False,Lag2
X5,X2,1,0.892,0.020689675212650496,False,Lag1
X4,X2,2,0.902,0.020443106342484425,False,Lag2
X2,X1,1,0.904,0.020371318542419994,False,Lag1
X2,X1,2,0.922,0.0199444196600609,False,Lag2
X1,X6,1,0.922,0.019928179735497254,False,Lag1
X5,X5,1,0.932,0.019557728165906223,False,Lag1
X4,X6,1,0.942,0.019385634751273882,False,Lag1
X1,X1,0,1.0,0.0,False,Simultaneous
X2,X2,0,1.0,0.0,False,Simultaneous
X3,X3,0,1.0,0.0,False,Simultaneous
X4,X4,0,1.0,0.0,False,Simultaneous
X5,X5,0,1.0,0.0,False,Simultaneous
X6,X6,0,1.0,0.0,False,Simultaneous
