From,To,Lag,P_value,Value,Causal,Type,Edge_Type,Restricted_MSE,Full_MSE
X1,X3,3,0.1935483870967742,0.00012992617331955558,False,Lag3,Lagged,0.01157748453188781,0.011447558358568255
X2,X3,2,0.1935483870967742,3.893056171570125e-05,False,Lag2,Lagged,0.011453269861860654,0.011414339300144953
X1,X5,2,0.1935483870967742,1.6987436841101045e-05,False,Lag2,Lagged,0.011261885812027271,0.01124489837518617
X3,X3,2,0.25806451612903225,0.00024542442899135215,False,Lag2,Lagged,0.011628435830133912,0.01138301140114256
X4,X1,1,0.3225806451612903,0.000280682146906892,False,Lag1,Lagged,0.010723543230906496,0.010442861083999604
X2,X3,3,0.3225806451612903,9.313604404168237e-05,False,Lag3,Lagged,0.011458092112496703,0.01136495606845502
X5,X4,1,0.3225806451612903,1.9763607333515842e-05,False,Lag1,Lagged,0.010683840458683494,0.010664076851349978
X5,X3,3,0.3548387096774194,2.811149233913901e-05,False,Lag3,Lagged,0.011356100980525913,0.011327989488186774
X4,X3,3,0.3870967741935484,0.00015598804843674,False,Lag3,Lagged,0.01151165304058239,0.01135566499214565
X6,X4,2,0.41935483870967744,3.558343950372904e-05,False,Lag2,Lagged,0.01083819687583147,0.01080261343632774
X6,X3,2,0.4838709677419355,0.00020492510195387406,False,Lag2,Lagged,0.01157818439641444,0.011373259294460565
X2,X1,2,0.4838709677419355,0.00017977224936126246,False,Lag2,Lagged,0.010703211496349431,0.010523439246988169
X4,X6,1,0.4838709677419355,5.217533279164993e-05,False,Lag1,Lagged,0.010363753110521184,0.010311577777729534
X5,X1,2,0.5161290322580645,0.00018298097356168018,False,Lag2,Lagged,0.010680996356768722,0.010498015383207042
X5,X2,3,0.5161290322580645,0.00017124806943303282,False,Lag3,Lagged,0.010532914759803225,0.010361666690370192
X3,X2,2,0.5161290322580645,3.430083804768433e-05,False,Lag2,Lagged,0.010239918889827141,0.010205618051779457
X2,X1,3,0.5161290322580645,3.0950349253520276e-05,False,Lag3,Lagged,0.010550602433229356,0.010519652083975836
X6,X4,1,0.5483870967741935,4.1189287045771336e-05,False,Lag1,Lagged,0.01069634603582218,0.010655156748776408
X4,X6,2,0.5483870967741935,9.360122291347112e-06,False,Lag2,Lagged,0.01031202788471937,0.010302667762428023
X6,X6,3,0.5483870967741935,6.2691290816721534e-06,False,Lag3,Lagged,0.01037213557000897,0.010365866440927298
X1,X5,1,0.6129032258064516,4.0965195436736684e-05,False,Lag1,Lagged,0.011351887213179734,0.011310922017742997
X3,X6,3,0.6129032258064516,9.07684167118783e-06,False,Lag3,Lagged,0.010377577050440718,0.01036850020876953
X2,X4,2,0.6451612903225806,7.776364350310302e-05,False,Lag2,Lagged,0.010833413995631367,0.010755650352128264
X6,X1,1,0.6451612903225806,7.359084075186234e-05,False,Lag1,Lagged,0.010652849538924305,0.010579258698172443
X3,X3,3,0.6774193548387096,0.0001006210105558604,False,Lag3,Lagged,0.01148676940768109,0.011386148397125229
X5,X3,1,0.7096774193548387,0.00015434333654703973,False,Lag1,Lagged,0.011656704170495753,0.011502360833948714
X1,X3,1,0.7096774193548387,6.236970374460735e-05,False,Lag1,Lagged,0.011501957225518748,0.01143958752177414
X4,X4,2,0.7096774193548387,5.9748769130670704e-05,False,Lag2,Lagged,0.01091108477967036,0.010851336010539689
X3,X2,3,0.7096774193548387,5.6729685866594576e-05,False,Lag3,Lagged,0.010445871024441564,0.01038914133857497
X5,X1,3,0.7096774193548387,4.4865568123622634e-05,False,Lag3,Lagged,0.010577608461872745,0.010532742893749123
X3,X1,2,0.7741935483870968,0.00015817588590448864,False,Lag2,Lagged,0.010710940134755596,0.010552764248851107
X2,X6,3,0.8064516129032258,1.4502854443661228e-05,False,Lag3,Lagged,0.010465952578876598,0.010451449724432937
X4,X1,2,0.9032258064516129,0.00011180250395652347,False,Lag2,Lagged,0.01068818480194389,0.010576382297987366
X5,X4,3,0.9354838709677419,5.36261472142488e-06,False,Lag3,Lagged,0.010744465938779561,0.010739103324058136
X6,X2,1,1.0,4.9662336578600724e-05,False,Lag1,Lagged,0.01052520129199295,0.01047553895541435
X5,X5,2,1.0,-6.0191036894956945e-06,False,Lag2,Lagged,0.011260757924765975,0.011266777028455471
X3,X5,2,1.0,-1.1775874449225163e-05,False,Lag2,Lagged,0.011208885859989597,0.011220661734438822
X4,X5,1,1.0,-1.2039962570211185e-05,False,Lag1,Lagged,0.011396325554382363,0.011408365516952575
X1,X3,2,1.0,-2.0463285503147244e-05,False,Lag2,Lagged,0.011381645557669318,0.011402108843172465
X2,X4,3,1.0,-3.444116402043576e-05,False,Lag3,Lagged,0.010822553567151885,0.01085699473117232
X5,X2,1,1.0,-3.9654373388101766e-05,False,Lag1,Lagged,0.01032598167158284,0.010365636044970941
X1,X2,1,1.0,-4.197172794100264e-05,False,Lag1,Lagged,0.010341387936681323,0.010383359664622326
X6,X4,3,1.0,-4.846076553498106e-05,False,Lag3,Lagged,0.010702112992819597,0.010750573758354578
X1,X4,2,1.0,-5.05489048519131e-05,False,Lag2,Lagged,0.010634122212111687,0.0106846711169636
X1,X1,1,1.0,-5.262214350129288e-05,False,Lag1,Lagged,0.010462540265534686,0.010515162409035978
X1,X6,3,1.0,-5.5651636237757235e-05,False,Lag3,Lagged,0.010269625033041076,0.010325276669278833
X5,X4,2,1.0,-6.012488136616055e-05,False,Lag2,Lagged,0.010612146588269521,0.010672271469635682
X3,X3,1,1.0,-6.096999823660548e-05,False,Lag1,Lagged,0.011402434127309206,0.011463404125545812
X2,X2,1,1.0,-6.598633118282474e-05,False,Lag1,Lagged,0.01018029300912802,0.010246279340310844
X2,X2,3,1.0,-6.994493975367305e-05,False,Lag3,Lagged,0.010272445880316715,0.010342390820070388
X4,X3,1,1.0,-7.510861369014292e-05,False,Lag1,Lagged,0.011410649393193223,0.011485758006883366
X4,X6,3,1.0,-7.638096274806792e-05,False,Lag3,Lagged,0.010228553429627061,0.010304934392375129
X4,X4,1,1.0,-7.659547818145672e-05,False,Lag1,Lagged,0.010722097043485188,0.010798692521666644
X2,X6,1,1.0,-8.02738141971026e-05,False,Lag1,Lagged,0.010241471496340637,0.01032174531053774
X3,X5,3,1.0,-8.495154261807004e-05,False,Lag3,Lagged,0.011315543524995073,0.011400495067613143
X2,X1,1,1.0,-8.822290508546729e-05,False,Lag1,Lagged,0.010513310448615405,0.010601533353700872
X6,X3,3,1.0,-8.84288365622845e-05,False,Lag3,Lagged,0.01143869711049364,0.011527125947055924
X3,X4,2,1.0,-9.302382134420209e-05,False,Lag2,Lagged,0.010679050699551126,0.010772074520895328
X4,X5,3,1.0,-9.545229007209242e-05,False,Lag3,Lagged,0.011298528632019952,0.011393980922092045
X6,X5,3,1.0,-9.769221210494117e-05,False,Lag3,Lagged,0.011112256546193189,0.01120994875829813
X3,X5,1,1.0,-9.925575546829157e-05,False,Lag1,Lagged,0.011292557068549277,0.011391812824017569
X4,X3,2,1.0,-0.00010426044531264972,False,Lag2,Lagged,0.01136924280925572,0.01147350325456837
X3,X1,1,1.0,-0.00011003092741519206,False,Lag1,Lagged,0.010439950098040175,0.010549981025455367
X1,X1,2,1.0,-0.00011964409355511539,False,Lag2,Lagged,0.010529926939980097,0.010649571033535213
X3,X2,1,1.0,-0.00011969238076441416,False,Lag1,Lagged,0.010231800732802302,0.010351493113566717
X4,X5,2,1.0,-0.00012472082436936274,False,Lag2,Lagged,0.011204167169420189,0.011328887993789552
X1,X5,3,1.0,-0.0001269438019757766,False,Lag3,Lagged,0.011211575099898374,0.01133851890187415
X1,X2,2,1.0,-0.00013423380535204296,False,Lag2,Lagged,0.010211992244399433,0.010346226049751476
X6,X3,1,1.0,-0.0001436959400485209,False,Lag1,Lagged,0.01132290742979085,0.011466603369839371
X4,X2,1,1.0,-0.0001597463075161086,False,Lag1,Lagged,0.010158260002319794,0.010318006309835903
X1,X1,3,1.0,-0.00017264526119417992,False,Lag3,Lagged,0.010408564218413826,0.010581209479608005
X4,X2,2,1.0,-0.00017446100205896313,False,Lag2,Lagged,0.010200031710883281,0.010374492712942244
X5,X5,3,1.0,-0.00018330793560769436,False,Lag3,Lagged,0.011220141932640442,0.011403449868248136
X5,X6,3,1.0,-0.0002052708075155358,False,Lag3,Lagged,0.010192355001559045,0.01039762580907458
X1,X4,3,1.0,-0.000212769923104714,False,Lag3,Lagged,0.010752781813485482,0.010965551736590196
X6,X6,1,1.0,-0.0002176209716800246,False,Lag1,Lagged,0.010133799269295252,0.010351420240975276
X4,X1,3,1.0,-0.0002399119707940725,False,Lag3,Lagged,0.010357505290546567,0.01059741726134064
X6,X1,2,1.0,-0.0002472256381478369,False,Lag2,Lagged,0.010338456653465252,0.010585682291613089
X1,X4,1,1.0,-0.00024912064506343173,False,Lag1,Lagged,0.010550570900260785,0.010799691545324216
X6,X5,2,1.0,-0.0002598954715364397,False,Lag2,Lagged,0.011222110086149905,0.011482005557686345
X3,X6,2,1.0,-0.00026059094420618004,False,Lag2,Lagged,0.010218913199399415,0.010479504143605595
X1,X2,3,1.0,-0.00026242915398391395,False,Lag3,Lagged,0.010139086537436256,0.01040151569142017
X2,X5,3,1.0,-0.0002699598880065244,False,Lag3,Lagged,0.011137135412549015,0.01140709530055554
X3,X1,3,1.0,-0.0002915577470386649,False,Lag3,Lagged,0.010304494023443883,0.010596051770482548
X6,X5,1,1.0,-0.00029702621223560467,False,Lag1,Lagged,0.01119705761446054,0.011494083826696144
X1,X6,2,1.0,-0.00043885896901818544,False,Lag2,Lagged,0.010171083727583597,0.010609942696601782
