From,To,Lag,P_value,Correlation,Causal,Type
X5,X3,3,0.702,0.02335492208668964,False,Lag3
X4,X1,3,0.706,0.023290554616139426,False,Lag3
X3,X5,2,0.706,0.023291938466488495,False,Lag2
X3,X1,1,0.722,0.02311149820135655,False,Lag1
X1,X5,2,0.728,0.023045927000697852,False,Lag2
X3,X2,2,0.73,0.02302245481079361,False,Lag2
X3,X3,2,0.73,0.022997003781742128,False,Lag2
X5,X4,2,0.73,0.0230059811415421,False,Lag2
X6,X3,2,0.746,0.02282327367830901,False,Lag2
X3,X2,3,0.768,0.02243501108357375,False,Lag3
X2,X6,3,0.78,0.022256519663162704,False,Lag3
X6,X2,3,0.784,0.022175659930945283,False,Lag3
X5,X4,1,0.806,0.021910494003120652,False,Lag1
X1,X2,3,0.808,0.021885095094823396,False,Lag3
X3,X3,1,0.834,0.021609099037002026,False,Lag1
X6,X4,1,0.838,0.021562070378211853,False,Lag1
X1,X6,3,0.838,0.021564532150337865,False,Lag3
X6,X4,2,0.852,0.021158564504776618,False,Lag2
X5,X2,1,0.868,0.020736282490893147,False,Lag1
X2,X1,1,0.89,0.020407659879363275,False,Lag1
X2,X1,2,0.922,0.019987116438933826,False,Lag2
X4,X2,2,0.928,0.01978957916837641,False,Lag2
X1,X6,1,0.938,0.019654798132863215,False,Lag1
X1,X1,3,0.942,0.019622793828322934,False,Lag3
X4,X6,1,0.942,0.019633235572137045,False,Lag1
X6,X3,3,0.95,0.019453403819240152,False,Lag3
X5,X5,1,0.95,0.01947448783886175,False,Lag1
X6,X1,3,0.96,0.01911998500665226,False,Lag3
X6,X6,3,0.976,0.018653533699672577,False,Lag3
X1,X1,0,1.0,0.0,False,Simultaneous
X2,X2,0,1.0,0.0,False,Simultaneous
X3,X3,0,1.0,0.0,False,Simultaneous
X4,X4,0,1.0,0.0,False,Simultaneous
X5,X5,0,1.0,0.0,False,Simultaneous
X6,X6,0,1.0,0.0,False,Simultaneous
