From,To,Lag,P_value,Value,Causal,Type,Edge_Type,Restricted_MSE,Full_MSE
X1,X5,2,0.3225806451612903,3.341151331177211e-05,False,Lag2,Lagged,0.01105610920141459,0.011022697688102817
X4,X4,1,0.3548387096774194,0.00021779621488158575,False,Lag1,Lagged,0.011042974027385077,0.010825177812503492
X6,X4,2,0.3548387096774194,4.364496669747274e-05,False,Lag2,Lagged,0.01093739905786091,0.010893754091163436
X2,X1,1,0.3870967741935484,8.828241040478337e-05,False,Lag1,Lagged,0.010308967229861955,0.010220684819457171
X1,X1,2,0.3870967741935484,2.782693888376056e-05,False,Lag2,Lagged,0.0102337283703393,0.01020590143145554
X4,X2,1,0.41935483870967744,3.628904827431695e-05,False,Lag1,Lagged,0.010527558357099289,0.010491269308824972
X6,X1,1,0.45161290322580644,6.993909493648899e-05,False,Lag1,Lagged,0.01040305960127714,0.010333120506340651
X2,X1,2,0.4838709677419355,0.00015929790608698764,False,Lag2,Lagged,0.010405927550875646,0.010246629644788658
X2,X2,1,0.4838709677419355,0.00010686876231014684,False,Lag1,Lagged,0.010417855054607163,0.010310986292297016
X4,X6,2,0.5161290322580645,0.00021740666828637747,False,Lag2,Lagged,0.01050841949649311,0.010291012828206733
X5,X3,1,0.5161290322580645,8.383611024224968e-06,False,Lag1,Lagged,0.011509339302328794,0.01150095569130457
X5,X6,1,0.5483870967741935,5.4032043157714246e-05,False,Lag1,Lagged,0.01044972434030163,0.010395692297143915
X5,X4,1,0.5483870967741935,2.3222740878932682e-05,False,Lag1,Lagged,0.01096304473531757,0.010939821994438638
X5,X4,2,0.5483870967741935,8.351320496849737e-06,False,Lag2,Lagged,0.010877270227371625,0.010868918906874775
X6,X3,1,0.6129032258064516,3.711978770593559e-05,False,Lag1,Lagged,0.011505731798812367,0.011468612011106431
X2,X3,1,0.7419354838709677,5.8405448224035234e-05,False,Lag1,Lagged,0.011704532769541658,0.011646127321317623
X6,X6,2,1.0,1.719820956862933e-05,False,Lag2,Lagged,0.010596843346918754,0.010579645137350125
X1,X6,2,1.0,-2.723049092372143e-05,False,Lag2,Lagged,0.010438702256716356,0.010465932747640077
X3,X5,1,1.0,-2.7383019867278577e-05,False,Lag1,Lagged,0.01108121252917603,0.011108595549043308
X6,X1,2,1.0,-3.0309461204827e-05,False,Lag2,Lagged,0.010126077783661149,0.010156387244865976
X3,X4,1,1.0,-3.4114965336446215e-05,False,Lag1,Lagged,0.01093103581942731,0.010965150784763756
X1,X3,1,1.0,-3.466349360706569e-05,False,Lag1,Lagged,0.01146952935275781,0.011504192846364876
X4,X1,2,1.0,-3.83831672601323e-05,False,Lag2,Lagged,0.010236603161193509,0.01027498632845364
X2,X6,1,1.0,-4.2130702308329146e-05,False,Lag1,Lagged,0.010355115417992415,0.010397246120300744
X4,X5,1,1.0,-5.2605584236670166e-05,False,Lag1,Lagged,0.010991449713553883,0.011044055297790553
X2,X4,2,1.0,-5.653583359205641e-05,False,Lag2,Lagged,0.010812340466601766,0.010868876300193822
X1,X6,1,1.0,-6.98196279886338e-05,False,Lag1,Lagged,0.010282373313171072,0.010352192941159705
X5,X1,1,1.0,-7.775086842084708e-05,False,Lag1,Lagged,0.010093224958692396,0.010170975827113243
X1,X4,1,1.0,-8.19718987244717e-05,False,Lag1,Lagged,0.010777717212453526,0.010859689111177998
X6,X2,2,1.0,-8.740659054663064e-05,False,Lag2,Lagged,0.010521862536406155,0.010609269126952786
X3,X3,2,1.0,-0.00010436580495597376,False,Lag2,Lagged,0.011418737968116675,0.011523103773072649
X3,X2,1,1.0,-0.0001073822716725608,False,Lag1,Lagged,0.010435122090026158,0.010542504361698719
X4,X1,1,1.0,-0.00011305038532746434,False,Lag1,Lagged,0.010278273959880126,0.01039132434520759
X6,X4,1,1.0,-0.0001272878648408693,False,Lag1,Lagged,0.01079254086735545,0.010919828732196319
X6,X5,2,1.0,-0.00013265472036592257,False,Lag2,Lagged,0.010996790116984323,0.011129444837350245
X6,X2,1,1.0,-0.000134774261359865,False,Lag1,Lagged,0.010313890002806707,0.010448664264166572
X3,X1,2,1.0,-0.0001386314938655476,False,Lag2,Lagged,0.010176441708324498,0.010315073202190045
X1,X3,2,1.0,-0.00013943386318129858,False,Lag2,Lagged,0.011385450149200579,0.011524884012381878
X5,X3,2,1.0,-0.00014271191021505286,False,Lag2,Lagged,0.011513391507810465,0.011656103418025518
X1,X2,2,1.0,-0.00015056108113807067,False,Lag2,Lagged,0.010296167872812767,0.010446728953950837
X3,X6,2,1.0,-0.00016397457114228006,False,Lag2,Lagged,0.010224323327958374,0.010388297899100655
X4,X2,2,1.0,-0.00016976601786802305,False,Lag2,Lagged,0.010321223210949911,0.010490989228817934
X4,X5,2,1.0,-0.00017615848956606395,False,Lag2,Lagged,0.011070669846633976,0.01124682833620004
X3,X2,2,1.0,-0.00018032316586013425,False,Lag2,Lagged,0.010316398036817368,0.010496721202677502
X2,X6,2,1.0,-0.0001923061780815874,False,Lag2,Lagged,0.01013315174058923,0.010325457918670818
X1,X2,1,1.0,-0.00019742277582944154,False,Lag1,Lagged,0.0102702531568958,0.010467675932725242
X4,X3,2,1.0,-0.0002212786839129472,False,Lag2,Lagged,0.011242466011591184,0.011463744695504131
X2,X4,1,1.0,-0.00022900651121322314,False,Lag1,Lagged,0.010833076234633851,0.011062082745847074
X1,X1,1,1.0,-0.0002938917111422589,False,Lag1,Lagged,0.010117662271664106,0.010411553982806365
X1,X5,1,1.0,-0.00030128273473683034,False,Lag1,Lagged,0.010936567566150296,0.011237850300887127
X6,X5,1,1.0,-0.00030650915967416446,False,Lag1,Lagged,0.011008583972465652,0.011315093132139816
X3,X6,1,1.0,-0.0003097952541876118,False,Lag1,Lagged,0.010195257060714084,0.010505052314901696
X5,X6,2,1.0,-0.00040707562115538734,False,Lag2,Lagged,0.01022365705610532,0.010630732677260708
X1,X4,2,1.0,-0.000462475063391532,False,Lag2,Lagged,0.010450446104349845,0.010912921167741377
