From,To,Lag,P_value,Value,Causal,Type,Edge_Type
X1,X1,0,,0.0,False,Simultaneous,NotTested
X1,X2,0,,0.0,False,Simultaneous,NotTested
X1,X3,0,,0.0,False,Simultaneous,NotTested
X1,X4,0,,0.0,False,Simultaneous,NotTested
X1,X5,0,,0.0,False,Simultaneous,NotTested
X1,X6,0,,0.0,False,Simultaneous,NotTested
X2,X1,0,,0.0,False,Simultaneous,NotTested
X2,X2,0,,0.0,False,Simultaneous,NotTested
X2,X3,0,,0.0,False,Simultaneous,NotTested
X2,X4,0,,0.0,False,Simultaneous,NotTested
X2,X5,0,,0.0,False,Simultaneous,NotTested
X2,X6,0,,0.0,False,Simultaneous,NotTested
X3,X1,0,,0.0,False,Simultaneous,NotTested
X3,X2,0,,0.0,False,Simultaneous,NotTested
X3,X3,0,,0.0,False,Simultaneous,NotTested
X3,X4,0,,0.0,False,Simultaneous,NotTested
X3,X5,0,,0.0,False,Simultaneous,NotTested
X3,X6,0,,0.0,False,Simultaneous,NotTested
X4,X1,0,,0.0,False,Simultaneous,NotTested
X4,X2,0,,0.0,False,Simultaneous,NotTested
X4,X3,0,,0.0,False,Simultaneous,NotTested
X4,X4,0,,0.0,False,Simultaneous,NotTested
X4,X5,0,,0.0,False,Simultaneous,NotTested
X4,X6,0,,0.0,False,Simultaneous,NotTested
X5,X1,0,,0.0,False,Simultaneous,NotTested
X5,X2,0,,0.0,False,Simultaneous,NotTested
X5,X3,0,,0.0,False,Simultaneous,NotTested
X5,X4,0,,0.0,False,Simultaneous,NotTested
X5,X5,0,,0.0,False,Simultaneous,NotTested
X5,X6,0,,0.0,False,Simultaneous,NotTested
X6,X1,0,,0.0,False,Simultaneous,NotTested
X6,X2,0,,0.0,False,Simultaneous,NotTested
X6,X3,0,,0.0,False,Simultaneous,NotTested
X6,X4,0,,0.0,False,Simultaneous,NotTested
X6,X5,0,,0.0,False,Simultaneous,NotTested
X6,X6,0,,0.0,False,Simultaneous,NotTested
X1,X1,1,,0.0,False,Lag1,SelfSkipped
X2,X2,1,,0.0,False,Lag1,SelfSkipped
X3,X3,1,,0.0,False,Lag1,SelfSkipped
X4,X4,1,,0.0,False,Lag1,SelfSkipped
X5,X5,1,,0.0,False,Lag1,SelfSkipped
X6,X6,1,,0.0,False,Lag1,SelfSkipped
X1,X1,2,,0.0,False,Lag2,SelfSkipped
X2,X2,2,,0.0,False,Lag2,SelfSkipped
X3,X3,2,,0.0,False,Lag2,SelfSkipped
X4,X4,2,,0.0,False,Lag2,SelfSkipped
X5,X5,2,,0.0,False,Lag2,SelfSkipped
X6,X6,2,,0.0,False,Lag2,SelfSkipped
