From,To,Lag,P_value,Value,Causal,Type,Edge_Type,Restricted_MSE,Full_MSE
X1,X5,2,0.4838709677419355,6.058289441485468e-05,False,Lag2,Lagged,0.01070785992882404,0.010647277034409186
X4,X5,2,0.4838709677419355,5.854956742334938e-05,False,Lag2,Lagged,0.010738963159044768,0.010680413591621418
X2,X2,1,0.5161290322580645,8.37172324196396e-05,False,Lag1,Lagged,0.009815344522214959,0.00973162728979532
X2,X3,2,0.5161290322580645,7.463319590439096e-05,False,Lag2,Lagged,0.010955399597160716,0.010880766401256325
X6,X2,2,0.5806451612903226,2.0688531633551027e-05,False,Lag2,Lagged,0.009781590401818599,0.009760901870185048
X4,X5,1,0.5806451612903226,1.6717427135267554e-05,False,Lag1,Lagged,0.010704763134345088,0.01068804570720982
X2,X6,2,0.5806451612903226,3.6646800118233375e-06,False,Lag2,Lagged,0.009824767659592634,0.00982110297958081
X4,X3,2,0.6129032258064516,5.472809165981557e-05,False,Lag2,Lagged,0.011020913432298475,0.01096618534063866
X1,X2,2,0.6129032258064516,5.2501000245211774e-05,False,Lag2,Lagged,0.009781174450929577,0.009728673450684365
X3,X5,1,0.6129032258064516,2.627568466756318e-05,False,Lag1,Lagged,0.010747640267056845,0.010721364582389281
X1,X4,2,0.6451612903225806,2.5682418694227688e-05,False,Lag2,Lagged,0.010276173222796886,0.010250490804102659
X6,X1,1,0.7096774193548387,0.00010622426926789816,False,Lag1,Lagged,0.010905274032792065,0.010799049763524167
X1,X2,1,0.7096774193548387,3.740105543962799e-06,False,Lag1,Lagged,0.009765860065352846,0.009762119959808883
X5,X6,1,0.7419354838709677,2.70678462692929e-06,False,Lag1,Lagged,0.009900318181127143,0.009897611396500213
X2,X4,1,0.8709677419354839,6.273339200948969e-05,False,Lag1,Lagged,0.010343391781846208,0.010280658389836718
X6,X3,1,1.0,-1.7608972136295628e-05,False,Lag1,Lagged,0.010956744720202161,0.010974353692338457
X1,X3,2,1.0,-1.9549990045806404e-05,False,Lag2,Lagged,0.010944456890239795,0.010964006880285601
X1,X5,1,1.0,-2.1775766554682496e-05,False,Lag1,Lagged,0.010699653950513541,0.010721429717068224
X5,X1,2,1.0,-2.6207660750654158e-05,False,Lag2,Lagged,0.010788445600254687,0.010814653261005341
X4,X6,2,1.0,-2.6449413885762038e-05,False,Lag2,Lagged,0.009842705338970852,0.009869154752856614
X4,X3,1,1.0,-2.7127679675302205e-05,False,Lag1,Lagged,0.010988810530065502,0.011015938209740804
X5,X3,2,1.0,-2.8753177564204077e-05,False,Lag2,Lagged,0.010941991848473,0.010970745026037204
X4,X4,1,1.0,-3.886382583885746e-05,False,Lag1,Lagged,0.010226751971791119,0.010265615797629976
X3,X5,2,1.0,-4.4369009024672335e-05,False,Lag2,Lagged,0.010680031391572142,0.010724400400596815
X3,X4,1,1.0,-4.565164081232406e-05,False,Lag1,Lagged,0.010174761182807631,0.010220412823619955
X2,X6,1,1.0,-4.9326681862481986e-05,False,Lag1,Lagged,0.009848455678595018,0.0098977823604575
X2,X2,2,1.0,-4.950388122265323e-05,False,Lag2,Lagged,0.009751468604148062,0.009800972485370716
X4,X2,1,1.0,-5.022039335128049e-05,False,Lag1,Lagged,0.009722656436708867,0.009772876830060147
X2,X1,1,1.0,-5.061896402566192e-05,False,Lag1,Lagged,0.010772949122631131,0.010823568086656793
X5,X2,1,1.0,-5.325557783727834e-05,False,Lag1,Lagged,0.009747103992604755,0.009800359570442034
X1,X1,1,1.0,-5.6318428662303216e-05,False,Lag1,Lagged,0.010780249126499044,0.010836567555161348
X4,X1,1,1.0,-6.323800981405253e-05,False,Lag1,Lagged,0.01069473891765193,0.010757976927465983
X6,X2,1,1.0,-6.550662989775885e-05,False,Lag1,Lagged,0.009710540220286059,0.009776046850183817
X1,X4,1,1.0,-7.051797323453547e-05,False,Lag1,Lagged,0.010179640518581367,0.010250158491815903
X3,X1,1,1.0,-8.492623181829972e-05,False,Lag1,Lagged,0.01077157135888866,0.01085649759070696
X6,X4,1,1.0,-9.952511470694841e-05,False,Lag1,Lagged,0.010199602641402168,0.010299127756109116
X2,X4,2,1.0,-0.00010193512563211153,False,Lag2,Lagged,0.010164214790027078,0.01026614991565919
X3,X6,2,1.0,-0.00010289883979152509,False,Lag2,Lagged,0.00968607855439043,0.009788977394181955
X6,X4,2,1.0,-0.0001110072810204827,False,Lag2,Lagged,0.010184165051422752,0.010295172332443234
X1,X6,1,1.0,-0.00011165325500990878,False,Lag1,Lagged,0.009812886223711665,0.009924539478721574
X4,X6,1,1.0,-0.00011469668417155889,False,Lag1,Lagged,0.009733996348868323,0.009848693033039882
X5,X4,2,1.0,-0.0001278105638493638,False,Lag2,Lagged,0.010213422544539169,0.010341233108388533
X5,X4,1,1.0,-0.00013035580405663764,False,Lag1,Lagged,0.010149149334184532,0.01027950513824117
X5,X2,2,1.0,-0.00016746419171781955,False,Lag2,Lagged,0.009621074914813434,0.009788539106531253
X1,X3,1,1.0,-0.00018174543263906398,False,Lag1,Lagged,0.010944969075723962,0.011126714508363026
X6,X6,2,1.0,-0.00018685668718415593,False,Lag2,Lagged,0.009669947697755402,0.009856804384939558
X3,X3,2,1.0,-0.00020307569656979885,False,Lag2,Lagged,0.010777999351342327,0.010981075047912126
X5,X5,2,1.0,-0.00021462694766549197,False,Lag2,Lagged,0.010525815173975791,0.010740442121641283
