From,To,Lag,P_value,Value,Causal,Type
X2,X2,2,0.9166070700368423,0.0019150605219995591,False,Lag2
X1,X6,1,0.9201931196413027,0.0018327337317627758,False,Lag1
X3,X2,0,0.9432968272408139,0.0013004350585030645,False,Simultaneous
X2,X3,0,0.9432968272408139,0.0013004350585030645,False,Simultaneous
X1,X5,1,0.9504585155163787,0.0011363415198627838,False,Lag1
X1,X4,1,0.9555510354082217,0.0010197467618904806,False,Lag1
X3,X6,2,0.9616821212059061,-0.0008782360751135284,False,Lag2
X2,X1,2,0.9752141893255752,-0.0005684325492239829,False,Lag2
X1,X1,1,0.9851851297039579,-0.00033983976562146877,False,Lag1
X3,X5,2,0.9853669866374317,-0.00033521883236722807,False,Lag2
X2,X6,2,0.9861619520233547,-0.0003171645409177984,False,Lag2
X6,X1,1,0.9987477082108667,-2.8710385022574954e-05,False,Lag1
X1,X1,0,1.0,0.0,False,Simultaneous
X2,X2,0,1.0,0.0,False,Simultaneous
X3,X3,0,1.0,0.0,False,Simultaneous
X4,X4,0,1.0,0.0,False,Simultaneous
X5,X5,0,1.0,0.0,False,Simultaneous
X6,X6,0,1.0,0.0,False,Simultaneous
