From,To,Lag,P_value,Value,Causal,Type,Edge_Type
X4,X6,2,0.817016083055,0.20211014560103666,False,Lag2,Lagged
X2,X5,2,0.8644882713075945,0.14562462589176092,False,Lag2,Lagged
X5,X2,1,0.8875266783039564,0.020007131451199964,False,Lag1,Lagged
X6,X1,1,0.8916941260614938,0.01854292810387711,False,Lag1,Lagged
X5,X1,1,0.925283462375741,0.008796277085954814,False,Lag1,Lagged
X1,X6,1,0.9463585171160718,0.004527404892875018,False,Lag1,Lagged
X6,X1,2,0.9577466462520116,0.04317261983483718,False,Lag2,Lagged
X5,X1,2,0.9655577490566215,0.03504977675809683,False,Lag2,Lagged
X4,X1,1,0.9971396777152547,1.2853581867228222e-05,False,Lag1,Lagged
X1,X1,0,,0.0,False,Simultaneous,NotTested
X1,X2,0,,0.0,False,Simultaneous,NotTested
X1,X3,0,,0.0,False,Simultaneous,NotTested
X1,X4,0,,0.0,False,Simultaneous,NotTested
X1,X5,0,,0.0,False,Simultaneous,NotTested
X1,X6,0,,0.0,False,Simultaneous,NotTested
X2,X1,0,,0.0,False,Simultaneous,NotTested
X2,X2,0,,0.0,False,Simultaneous,NotTested
X2,X3,0,,0.0,False,Simultaneous,NotTested
X2,X4,0,,0.0,False,Simultaneous,NotTested
X2,X5,0,,0.0,False,Simultaneous,NotTested
X2,X6,0,,0.0,False,Simultaneous,NotTested
X3,X1,0,,0.0,False,Simultaneous,NotTested
X3,X2,0,,0.0,False,Simultaneous,NotTested
X3,X3,0,,0.0,False,Simultaneous,NotTested
X3,X4,0,,0.0,False,Simultaneous,NotTested
X3,X5,0,,0.0,False,Simultaneous,NotTested
X3,X6,0,,0.0,False,Simultaneous,NotTested
X4,X1,0,,0.0,False,Simultaneous,NotTested
X4,X2,0,,0.0,False,Simultaneous,NotTested
X4,X3,0,,0.0,False,Simultaneous,NotTested
X4,X4,0,,0.0,False,Simultaneous,NotTested
X4,X5,0,,0.0,False,Simultaneous,NotTested
X4,X6,0,,0.0,False,Simultaneous,NotTested
X5,X1,0,,0.0,False,Simultaneous,NotTested
X5,X2,0,,0.0,False,Simultaneous,NotTested
X5,X3,0,,0.0,False,Simultaneous,NotTested
X5,X4,0,,0.0,False,Simultaneous,NotTested
X5,X5,0,,0.0,False,Simultaneous,NotTested
X5,X6,0,,0.0,False,Simultaneous,NotTested
X6,X1,0,,0.0,False,Simultaneous,NotTested
X6,X2,0,,0.0,False,Simultaneous,NotTested
X6,X3,0,,0.0,False,Simultaneous,NotTested
X6,X4,0,,0.0,False,Simultaneous,NotTested
X6,X5,0,,0.0,False,Simultaneous,NotTested
X6,X6,0,,0.0,False,Simultaneous,NotTested
X1,X1,1,,0.0,False,Lag1,SelfSkipped
X2,X2,1,,0.0,False,Lag1,SelfSkipped
X3,X3,1,,0.0,False,Lag1,SelfSkipped
X4,X4,1,,0.0,False,Lag1,SelfSkipped
X5,X5,1,,0.0,False,Lag1,SelfSkipped
X6,X6,1,,0.0,False,Lag1,SelfSkipped
X1,X1,2,,0.0,False,Lag2,SelfSkipped
X2,X2,2,,0.0,False,Lag2,SelfSkipped
X3,X3,2,,0.0,False,Lag2,SelfSkipped
X4,X4,2,,0.0,False,Lag2,SelfSkipped
X5,X5,2,,0.0,False,Lag2,SelfSkipped
X6,X6,2,,0.0,False,Lag2,SelfSkipped
