From,To,Lag,P_value,Correlation,Causal,Type
X5,X3,4,0.254,0.03233325562583746,False,Lag4
X4,X5,2,0.254,0.03230254952226384,False,Lag2
X6,X1,4,0.266,0.031800575578650285,False,Lag4
X3,X1,0,0.268,0.03175635754240057,False,Simultaneous
X5,X2,3,0.268,0.03160587319346928,False,Lag3
X1,X3,0,0.268,0.03175635754240057,False,Simultaneous
X2,X4,1,0.278,0.03115060320123299,False,Lag1
X4,X3,0,0.28,0.031040887686985954,False,Simultaneous
X3,X4,0,0.28,0.031040887686985954,False,Simultaneous
X6,X3,0,0.286,0.03093591256441531,False,Simultaneous
X3,X6,0,0.286,0.03093591256441531,False,Simultaneous
X6,X2,1,0.292,0.030785797547680946,False,Lag1
X6,X5,2,0.296,0.030719583856849385,False,Lag2
X4,X4,1,0.3,0.030559683223189242,False,Lag1
X1,X4,4,0.306,0.03035617541925376,False,Lag4
X4,X5,3,0.306,0.030340298105382992,False,Lag3
X4,X3,2,0.31,0.03019716432856932,False,Lag2
X5,X3,2,0.316,0.029976344238208334,False,Lag2
X6,X4,0,0.324,0.02967904850871209,False,Simultaneous
X4,X5,1,0.324,0.029794981080600275,False,Lag1
X4,X6,0,0.324,0.02967904850871209,False,Simultaneous
X3,X1,2,0.33,0.029292537055421015,False,Lag2
X6,X6,1,0.33,0.029445327170390584,False,Lag1
X2,X6,1,0.334,0.0291055472773757,False,Lag1
X1,X6,2,0.346,0.02884096149971598,False,Lag2
X3,X2,1,0.35,0.02863862743588957,False,Lag1
X4,X1,2,0.352,0.02859811162166276,False,Lag2
X4,X2,4,0.352,0.028623992167987066,False,Lag4
X1,X1,4,0.354,0.02852115127385139,False,Lag4
X2,X3,4,0.36,0.028405780941116447,False,Lag4
X5,X2,4,0.368,0.028304250450429,False,Lag4
X1,X3,3,0.368,0.028281268237983898,False,Lag3
X3,X5,4,0.382,0.02803606193018359,False,Lag4
X5,X1,3,0.394,0.027890789370169852,False,Lag3
X4,X2,0,0.406,0.027713278661494433,False,Simultaneous
X2,X4,0,0.406,0.027713278661494433,False,Simultaneous
X5,X2,0,0.414,0.02762012309883478,False,Simultaneous
X2,X5,0,0.414,0.02762012309883478,False,Simultaneous
X6,X1,1,0.42,0.027542385175735776,False,Lag1
X3,X5,1,0.42,0.027542549078327608,False,Lag1
X6,X5,0,0.43,0.02735221926459879,False,Simultaneous
X5,X6,0,0.43,0.02735221926459879,False,Simultaneous
X2,X3,1,0.436,0.027275118906278022,False,Lag1
X4,X1,0,0.442,0.027207946466761966,False,Simultaneous
X1,X4,0,0.442,0.027207946466761966,False,Simultaneous
X2,X2,2,0.444,0.02716439237709834,False,Lag2
X2,X4,3,0.454,0.027052196881774074,False,Lag3
X3,X6,2,0.476,0.026696055205401973,False,Lag2
X2,X6,2,0.488,0.026559797010796832,False,Lag2
X1,X2,2,0.5,0.02638143517331101,False,Lag2
X3,X6,3,0.5,0.026376244493970177,False,Lag3
X2,X1,4,0.502,0.026323796449292003,False,Lag4
X4,X3,3,0.502,0.026317087683937573,False,Lag3
X5,X5,2,0.514,0.02614804095917641,False,Lag2
X2,X1,3,0.516,0.026091307848431153,False,Lag3
X6,X2,2,0.516,0.026069945690706323,False,Lag2
X3,X1,3,0.53,0.02590320096402112,False,Lag3
X3,X4,4,0.532,0.025893942532805705,False,Lag4
X2,X3,2,0.534,0.025870997193858,False,Lag2
X3,X3,3,0.534,0.025865083316045787,False,Lag3
X6,X3,4,0.538,0.025762321803540867,False,Lag4
X3,X6,1,0.548,0.02567594560293472,False,Lag1
X1,X5,1,0.55,0.025665718197478687,False,Lag1
X4,X3,1,0.552,0.02565810275688737,False,Lag1
X5,X1,1,0.56,0.025639545314597233,False,Lag1
X4,X2,1,0.564,0.025627177798813308,False,Lag1
X6,X1,0,0.574,0.025572796521242686,False,Simultaneous
X1,X6,0,0.574,0.025572796521242686,False,Simultaneous
X1,X4,1,0.576,0.02554843022647954,False,Lag1
X3,X2,0,0.582,0.025451691201118197,False,Simultaneous
X2,X3,0,0.582,0.025451691201118197,False,Simultaneous
X1,X3,2,0.584,0.025335361086865515,False,Lag2
X2,X5,1,0.584,0.0252852545439648,False,Lag1
X4,X6,3,0.584,0.025292984911257765,False,Lag3
X4,X4,2,0.586,0.025251287965227284,False,Lag2
X2,X2,4,0.588,0.02520562836758816,False,Lag4
X6,X1,2,0.594,0.02517080138521232,False,Lag2
X4,X6,2,0.618,0.024969011541783815,False,Lag2
X4,X2,3,0.62,0.02495539437455704,False,Lag3
X5,X4,0,0.62,0.024940112189381376,False,Simultaneous
X4,X5,0,0.62,0.024940112189381376,False,Simultaneous
X1,X2,1,0.624,0.024776029845788073,False,Lag1
X1,X4,3,0.624,0.024766523458506544,False,Lag3
X6,X5,3,0.624,0.024799242548041178,False,Lag3
X5,X6,3,0.63,0.024677419381357448,False,Lag3
X5,X3,1,0.638,0.024578336461258392,False,Lag1
X5,X2,2,0.646,0.024382139082240694,False,Lag2
X5,X4,4,0.648,0.024340078733440552,False,Lag4
X6,X6,4,0.65,0.024334240285059826,False,Lag4
X2,X5,3,0.656,0.024240493887092904,False,Lag3
X2,X6,4,0.66,0.024204864825519982,False,Lag4
X1,X5,3,0.668,0.024112630149359885,False,Lag3
X5,X6,2,0.676,0.024089812627617693,False,Lag2
X4,X1,1,0.678,0.024072677677204356,False,Lag1
X4,X4,4,0.696,0.023881703874462472,False,Lag4
X5,X3,3,0.708,0.023732791067150198,False,Lag3
X1,X5,2,0.716,0.023609507109744576,False,Lag2
X3,X4,1,0.72,0.023500421549243124,False,Lag1
X5,X4,2,0.738,0.023304433207897195,False,Lag2
X3,X5,2,0.74,0.023198799003415625,False,Lag2
X1,X3,4,0.744,0.023163332964289293,False,Lag4
X3,X2,2,0.758,0.022999910272607265,False,Lag2
X3,X1,1,0.766,0.022897236649887062,False,Lag1
X3,X3,2,0.766,0.022900236896597696,False,Lag2
X4,X5,4,0.776,0.022635025984226693,False,Lag4
X2,X4,4,0.778,0.0225038722386924,False,Lag4
X6,X4,1,0.778,0.022615248255666343,False,Lag1
X6,X2,3,0.786,0.022455660091779496,False,Lag3
X5,X1,4,0.788,0.02242661391431351,False,Lag4
X2,X6,3,0.79,0.0224063489210703,False,Lag3
X6,X4,2,0.794,0.022339575274111494,False,Lag2
X3,X2,3,0.796,0.022290946307708413,False,Lag3
X1,X2,3,0.824,0.021976011933040468,False,Lag3
X3,X2,4,0.824,0.02193808252244707,False,Lag4
X4,X1,3,0.828,0.021851800654187292,False,Lag3
X6,X2,4,0.828,0.02187519507407993,False,Lag4
X5,X4,1,0.828,0.02184657396207703,False,Lag1
X3,X3,1,0.832,0.021686207365711134,False,Lag1
X6,X3,2,0.832,0.021695772074749015,False,Lag2
X1,X6,3,0.836,0.021626374555456185,False,Lag3
X5,X2,1,0.864,0.021078075539196967,False,Lag1
X4,X6,1,0.89,0.020591844108580303,False,Lag1
X5,X5,4,0.906,0.020428248587465142,False,Lag4
X4,X2,2,0.914,0.020323033412838518,False,Lag2
X2,X1,1,0.922,0.020160829671776462,False,Lag1
X3,X6,4,0.922,0.020144954810591708,False,Lag4
X1,X1,3,0.926,0.019905916303397227,False,Lag3
X2,X1,2,0.928,0.019772224890434016,False,Lag2
X6,X1,3,0.928,0.019841022752940838,False,Lag3
X6,X3,3,0.928,0.019779045161321826,False,Lag3
X5,X5,1,0.932,0.01953398665026055,False,Lag1
X1,X6,1,0.936,0.01946299646461711,False,Lag1
X5,X6,4,0.94,0.01917267180133007,False,Lag4
X6,X6,3,0.96,0.018622638725389523,False,Lag3
X6,X5,4,0.974,0.018158548236362464,False,Lag4
X1,X1,0,1.0,0.0,False,Simultaneous
X2,X2,0,1.0,0.0,False,Simultaneous
X3,X3,0,1.0,0.0,False,Simultaneous
X4,X4,0,1.0,0.0,False,Simultaneous
X5,X5,0,1.0,0.0,False,Simultaneous
X6,X6,0,1.0,0.0,False,Simultaneous
