From,To,Lag,P_value,Value,Causal,Type
X1,X6,1,0.5423102604793083,-0.027507167608500232,False,Lag1
X4,X5,1,0.5507694735752129,0.02693334418509053,False,Lag1
X4,X1,2,0.5685356715769045,0.02576830168155709,False,Lag2
X4,X6,1,0.5720653646359308,0.025533518339928833,False,Lag1
X4,X6,2,0.5760653742207743,-0.025268278925813615,False,Lag2
X6,X2,1,0.5829984279473135,-0.024785295068903992,False,Lag1
X3,X6,1,0.5949852765783937,0.024025187886811985,False,Lag1
X6,X5,2,0.6633424218747996,0.019653061344473432,False,Lag2
X5,X2,0,0.6715616766296626,0.01912361859382612,False,Simultaneous
X2,X5,0,0.6715616766296626,0.01912361859382612,False,Simultaneous
X3,X2,0,0.6719860910701397,0.019116832922796857,False,Simultaneous
X2,X3,0,0.6719860910701397,0.019116832922796857,False,Simultaneous
X3,X1,1,0.6766854792095447,0.018845642641976985,False,Lag1
X2,X5,2,0.6768622437886569,0.018796370098764833,False,Lag2
X1,X2,2,0.6824296532453923,0.018472504351947104,False,Lag2
X2,X2,2,0.684868352191085,0.01830394352008572,False,Lag2
X5,X5,2,0.690346382519416,-0.017968262566748265,False,Lag2
X3,X3,2,0.7031847408457611,-0.017220459599857157,False,Lag2
X3,X6,2,0.7121356168935871,0.016676589516642144,False,Lag2
X2,X1,2,0.7140669107232812,-0.016542672170677022,False,Lag2
X5,X4,0,0.7151769468697282,0.016475525856325748,False,Simultaneous
X4,X5,0,0.7151769468697282,0.016475525856325748,False,Simultaneous
X6,X3,2,0.7337741355594225,-0.01537150977763621,False,Lag2
X6,X1,1,0.7523668196924501,-0.014260292548912496,False,Lag1
X5,X3,0,0.7527744838427723,0.014207035393811615,False,Simultaneous
X3,X5,0,0.7527744838427723,0.014207035393811615,False,Simultaneous
X2,X5,1,0.7631469497252572,-0.013592223917206256,False,Lag1
X3,X4,2,0.7710415223176403,0.01315275886037146,False,Lag2
X5,X3,2,0.7774321868851412,0.012762555927887921,False,Lag2
X6,X4,0,0.7867655416702742,0.012213847098100125,False,Simultaneous
X4,X6,0,0.7867655416702742,0.012213847098100125,False,Simultaneous
X6,X1,2,0.813502963678022,-0.010662436626830765,False,Lag2
X4,X1,0,0.8153154584342712,-0.010556903384304553,False,Simultaneous
X1,X4,0,0.8153154584342712,-0.010556903384304553,False,Simultaneous
X6,X3,1,0.817841719938272,-0.010409906321362954,False,Lag1
X2,X1,1,0.8260652570397793,-0.009922020249235998,False,Lag1
X5,X6,2,0.8340096873393035,-0.009461996952666819,False,Lag2
X6,X2,2,0.8367840446781564,0.009301580269021701,False,Lag2
X5,X4,2,0.8462887603435132,0.008752879625357902,False,Lag2
X2,X6,2,0.8534748777724188,0.008338888250989579,False,Lag2
X1,X3,1,0.8575533817201928,0.008112512450584976,False,Lag1
X5,X3,1,0.8642413557082135,-0.007719927125656775,False,Lag1
X5,X1,1,0.8647180671572434,0.0076925554103182275,False,Lag1
X1,X5,2,0.8827368433649319,-0.006659928795306052,False,Lag2
X5,X5,1,0.8852623355185111,-0.006508854958445439,False,Lag1
X5,X1,2,0.8947236523413393,0.005974936165642524,False,Lag2
X6,X5,1,0.8955250472444682,0.005929190620970325,False,Lag1
X4,X2,2,0.8988878834237968,-0.005737297440095225,False,Lag2
X4,X3,1,0.9353530660963503,0.003666113896067749,False,Lag1
X4,X3,2,0.940786851100155,-0.003357373394915139,False,Lag2
X1,X1,0,1.0,0.0,False,Simultaneous
X2,X2,0,1.0,0.0,False,Simultaneous
X3,X3,0,1.0,0.0,False,Simultaneous
X4,X4,0,1.0,0.0,False,Simultaneous
X5,X5,0,1.0,0.0,False,Simultaneous
X6,X6,0,1.0,0.0,False,Simultaneous
