From,To,Lag,P_value,Correlation,Causal,Type
X4,X4,2,0.242,0.055023544426658216,False,Lag2
X3,X5,3,0.262,0.054373152300331545,False,Lag3
X3,X3,1,0.264,0.054258716422124556,False,Lag1
X3,X6,2,0.268,0.05405136073711413,False,Lag2
X5,X3,2,0.272,0.053785204038985596,False,Lag2
X6,X2,1,0.28,0.053671986550165876,False,Lag1
X3,X5,1,0.292,0.053174108782880335,False,Lag1
X5,X1,1,0.3,0.05259012204401781,False,Lag1
X6,X4,0,0.324,0.05179300229895495,False,Simultaneous
X4,X6,0,0.324,0.05179300229895495,False,Simultaneous
X6,X1,0,0.342,0.05111807283503584,False,Simultaneous
X1,X6,0,0.342,0.05111807283503584,False,Simultaneous
X4,X5,3,0.344,0.05099323721834629,False,Lag3
X6,X2,0,0.348,0.05089340418186283,False,Simultaneous
X2,X6,0,0.348,0.05089340418186283,False,Simultaneous
X1,X6,2,0.356,0.05068252967838682,False,Lag2
X5,X6,1,0.356,0.050574752608475604,False,Lag1
X4,X3,1,0.358,0.05053947968883948,False,Lag1
X3,X3,3,0.366,0.05044264833517108,False,Lag3
X5,X2,2,0.37,0.05011705459355341,False,Lag2
X5,X1,2,0.386,0.04981710061131895,False,Lag2
X3,X4,3,0.402,0.04948437117381183,False,Lag3
X1,X5,1,0.422,0.04895407127874534,False,Lag1
X5,X4,1,0.428,0.04882601527550492,False,Lag1
X3,X1,3,0.436,0.04841468080865312,False,Lag3
X2,X5,2,0.436,0.04835162803967309,False,Lag2
X5,X5,2,0.45,0.04777396712123054,False,Lag2
X4,X2,2,0.452,0.04760876175043228,False,Lag2
X5,X4,2,0.452,0.04772138710604685,False,Lag2
X6,X5,1,0.454,0.04742976960215681,False,Lag1
X4,X6,2,0.46,0.047231728041560894,False,Lag2
X2,X2,2,0.476,0.04669461193731513,False,Lag2
X3,X4,1,0.484,0.04607612279955269,False,Lag1
X3,X5,2,0.484,0.046086350664428156,False,Lag2
X6,X3,3,0.528,0.04473992240440969,False,Lag3
X3,X6,3,0.56,0.04418901368297283,False,Lag3
X6,X3,0,0.566,0.043909634251263714,False,Simultaneous
X3,X6,0,0.566,0.043909634251263714,False,Simultaneous
X5,X5,3,0.568,0.04381623206476802,False,Lag3
X4,X1,3,0.588,0.043301877374695374,False,Lag3
X1,X1,1,0.592,0.04310613137907337,False,Lag1
X4,X1,1,0.592,0.04305628094829002,False,Lag1
X2,X6,2,0.592,0.04305316059187333,False,Lag2
X1,X2,3,0.618,0.04261190332920576,False,Lag3
X3,X2,0,0.618,0.042544477390429665,False,Simultaneous
X3,X2,2,0.618,0.04260196431034932,False,Lag2
X2,X3,0,0.618,0.042544477390429665,False,Simultaneous
X5,X5,1,0.618,0.04251919107202307,False,Lag1
X5,X3,0,0.638,0.04209153701996001,False,Simultaneous
X3,X5,0,0.638,0.04209153701996001,False,Simultaneous
X1,X6,3,0.638,0.04193855190531554,False,Lag3
X6,X2,3,0.646,0.04183556085917825,False,Lag3
X1,X2,2,0.652,0.04168871233653738,False,Lag2
X1,X6,1,0.652,0.0416648587513243,False,Lag1
X2,X3,2,0.658,0.04163797256295665,False,Lag2
X6,X3,2,0.662,0.04152907002696147,False,Lag2
X5,X2,3,0.664,0.04134353393171104,False,Lag3
X6,X5,3,0.664,0.04131394263313609,False,Lag3
X5,X6,3,0.682,0.041023274944861084,False,Lag3
X4,X3,0,0.694,0.040831791670797764,False,Simultaneous
X3,X4,0,0.694,0.040831791670797764,False,Simultaneous
X2,X4,2,0.712,0.04057975249338738,False,Lag2
X1,X3,1,0.728,0.04013709537092637,False,Lag1
X6,X1,2,0.738,0.0397890339487996,False,Lag2
X3,X3,2,0.754,0.03939318045781832,False,Lag2
X4,X2,3,0.76,0.03927231085556222,False,Lag3
X5,X1,3,0.776,0.038901213126833215,False,Lag3
X5,X3,1,0.792,0.038500659741142466,False,Lag1
X2,X1,2,0.822,0.037800226103387666,False,Lag2
X3,X6,1,0.826,0.03775004207022314,False,Lag1
X5,X2,0,0.828,0.03768044635571617,False,Simultaneous
X2,X5,0,0.828,0.03768044635571617,False,Simultaneous
X2,X5,1,0.832,0.037603012585200914,False,Lag1
X6,X4,2,0.846,0.03728100079102917,False,Lag2
X2,X2,3,0.86,0.036925870777129464,False,Lag3
X4,X2,0,0.86,0.036936484378149226,False,Simultaneous
X2,X4,0,0.86,0.036936484378149226,False,Simultaneous
X5,X4,0,0.86,0.03698648108387558,False,Simultaneous
X4,X5,0,0.86,0.03698648108387558,False,Simultaneous
X2,X6,3,0.86,0.036954756004078215,False,Lag3
X4,X6,3,0.86,0.03672509596990394,False,Lag3
X6,X4,1,0.862,0.036602990225657855,False,Lag1
X6,X5,2,0.868,0.03654215131842787,False,Lag2
X1,X1,3,0.87,0.03643558347059241,False,Lag3
X3,X2,3,0.87,0.036362785417870726,False,Lag3
X4,X6,1,0.88,0.03624318380767779,False,Lag1
X2,X3,1,0.884,0.035970600575443656,False,Lag1
X1,X5,2,0.884,0.03615577282643187,False,Lag2
X2,X6,1,0.884,0.035994089935993366,False,Lag1
X5,X6,2,0.884,0.03612979353063748,False,Lag2
X1,X5,3,0.9,0.03525462617793768,False,Lag3
X2,X1,1,0.904,0.03513090062236948,False,Lag1
X4,X5,1,0.93,0.0344401639175086,False,Lag1
X4,X1,0,0.936,0.0338743386949592,False,Simultaneous
X1,X4,0,0.936,0.0338743386949592,False,Simultaneous
X6,X1,3,0.944,0.032956534609188515,False,Lag3
X1,X3,2,0.95,0.03278418922156228,False,Lag2
X2,X5,3,0.976,0.03147853526040458,False,Lag3
X6,X6,3,0.978,0.03145014187467967,False,Lag3
X1,X2,1,0.98,0.031213939308707802,False,Lag1
X5,X1,0,0.984,0.030802453152368466,False,Simultaneous
X1,X5,0,0.984,0.030802453152368466,False,Simultaneous
X1,X1,0,1.0,0.0,False,Simultaneous
X2,X2,0,1.0,0.0,False,Simultaneous
X3,X3,0,1.0,0.0,False,Simultaneous
X4,X4,0,1.0,0.0,False,Simultaneous
X5,X5,0,1.0,0.0,False,Simultaneous
X6,X6,0,1.0,0.0,False,Simultaneous
