From,To,Lag,P_value,Value,Causal,Type,Edge_Type
X5,X5,1,,0.0,False,Lag1,SelfSkipped
X6,X6,1,,0.0,False,Lag1,SelfSkipped
X1,X1,2,,0.0,False,Lag2,SelfSkipped
X2,X2,2,,0.0,False,Lag2,SelfSkipped
X3,X3,2,,0.0,False,Lag2,SelfSkipped
X4,X4,2,,0.0,False,Lag2,SelfSkipped
X5,X5,2,,0.0,False,Lag2,SelfSkipped
X6,X6,2,,0.0,False,Lag2,SelfSkipped
X1,X1,3,,0.0,False,Lag3,SelfSkipped
X2,X2,3,,0.0,False,Lag3,SelfSkipped
X3,X3,3,,0.0,False,Lag3,SelfSkipped
X4,X4,3,,0.0,False,Lag3,SelfSkipped
X5,X5,3,,0.0,False,Lag3,SelfSkipped
X6,X6,3,,0.0,False,Lag3,SelfSkipped
