From,To,Lag,P_value,Correlation,Causal,Type
X5,X4,4,0.29,0.05184483981715247,False,Lag4
X6,X1,0,0.294,0.05172756831729761,False,Simultaneous
X3,X5,1,0.294,0.051735584474428345,False,Lag1
X1,X6,0,0.294,0.05172756831729761,False,Simultaneous
X6,X1,4,0.296,0.051673373894041814,False,Lag4
X1,X4,3,0.31,0.051131870712445945,False,Lag3
X5,X6,1,0.326,0.050557825510660306,False,Lag1
X6,X2,0,0.34,0.05001874032978725,False,Simultaneous
X2,X6,0,0.34,0.05001874032978725,False,Simultaneous
X5,X2,2,0.342,0.04991018524993855,False,Lag2
X4,X5,4,0.342,0.04996802726485059,False,Lag4
X3,X3,4,0.36,0.04941730221926401,False,Lag4
X3,X4,3,0.36,0.04952066590197344,False,Lag3
X5,X4,1,0.382,0.048794045831966525,False,Lag1
X4,X5,3,0.382,0.04877147463714751,False,Lag3
X5,X1,2,0.394,0.04858765644572146,False,Lag2
X3,X1,3,0.396,0.048512992336667685,False,Lag3
X4,X2,4,0.4,0.048409351764131824,False,Lag4
X1,X5,1,0.4,0.04830606830689877,False,Lag1
X6,X5,1,0.4,0.0482449447215188,False,Lag1
X1,X4,4,0.402,0.04814144944046189,False,Lag4
X5,X5,2,0.408,0.048049062393692055,False,Lag2
X2,X5,2,0.41,0.04799154889769436,False,Lag2
X4,X1,1,0.434,0.04723253559671088,False,Lag1
X6,X2,4,0.436,0.04718633300620179,False,Lag4
X4,X3,1,0.436,0.04713544316407892,False,Lag1
X1,X6,2,0.436,0.04712422634536638,False,Lag2
X2,X2,2,0.458,0.04680709576373876,False,Lag2
X4,X2,2,0.468,0.04626558536234239,False,Lag2
X3,X5,2,0.472,0.046191878363332356,False,Lag2
X6,X3,3,0.474,0.04608114347413506,False,Lag3
X4,X6,2,0.474,0.04607898351971655,False,Lag2
X5,X4,2,0.488,0.04568954494477942,False,Lag2
X2,X6,2,0.496,0.04555141947120917,False,Lag2
X5,X6,4,0.5,0.04538431258677642,False,Lag4
X1,X1,4,0.502,0.045254145600451115,False,Lag4
X3,X4,1,0.516,0.04496346329645971,False,Lag1
X6,X5,4,0.522,0.0447720491360102,False,Lag4
X3,X4,4,0.526,0.04472469091367067,False,Lag4
X4,X1,3,0.536,0.0445189535812374,False,Lag3
X2,X6,4,0.538,0.04450393604880022,False,Lag4
X6,X3,4,0.564,0.04413194503694543,False,Lag4
X5,X5,1,0.572,0.04400105591027219,False,Lag1
X6,X2,3,0.574,0.04393081846254033,False,Lag3
X5,X5,3,0.602,0.04316308370148269,False,Lag3
X3,X2,2,0.62,0.04284008500530103,False,Lag2
X1,X1,1,0.622,0.04276845949773431,False,Lag1
X3,X2,0,0.622,0.04275549815800741,False,Simultaneous
X2,X3,0,0.622,0.04275549815800741,False,Simultaneous
X4,X3,0,0.622,0.04276487557356811,False,Simultaneous
X3,X4,0,0.622,0.04276487557356811,False,Simultaneous
X1,X2,2,0.628,0.042664941267841566,False,Lag2
X6,X5,3,0.628,0.04271953777549301,False,Lag3
X2,X3,2,0.63,0.04257509160200091,False,Lag2
X5,X3,0,0.636,0.04238059119833873,False,Simultaneous
X3,X5,0,0.636,0.04238059119833873,False,Simultaneous
X3,X6,3,0.636,0.04243099444747302,False,Lag3
X2,X4,2,0.64,0.042289752007473015,False,Lag2
X6,X3,0,0.656,0.04204707090182508,False,Simultaneous
X6,X3,2,0.656,0.04200003607859602,False,Lag2
X3,X6,0,0.656,0.04204707090182508,False,Simultaneous
X1,X2,3,0.664,0.041863628648744225,False,Lag3
X4,X6,1,0.69,0.04108290812858203,False,Lag1
X5,X2,3,0.692,0.041043330944347124,False,Lag3
X5,X6,3,0.698,0.0408415650814666,False,Lag3
X1,X6,1,0.71,0.04069334197761702,False,Lag1
X1,X3,1,0.726,0.04026946241846335,False,Lag1
X1,X6,3,0.726,0.04029551895050452,False,Lag3
X5,X5,4,0.73,0.040236211744995615,False,Lag4
X4,X1,4,0.752,0.03982242011018773,False,Lag4
X4,X2,3,0.768,0.03927553139221944,False,Lag3
X2,X1,2,0.78,0.03896397200241071,False,Lag2
X3,X3,2,0.78,0.03896279270147867,False,Lag2
X3,X6,4,0.79,0.038765173874392565,False,Lag4
X1,X1,3,0.792,0.03864217227495061,False,Lag3
X5,X3,1,0.794,0.038628425200494344,False,Lag1
X3,X2,4,0.796,0.03855038520594726,False,Lag4
X3,X6,1,0.796,0.038472624464881755,False,Lag1
X6,X4,1,0.804,0.038301202498333374,False,Lag1
X5,X1,3,0.818,0.03813352524712332,False,Lag3
X2,X6,1,0.844,0.037815855904345975,False,Lag1
X4,X6,3,0.844,0.03785345265846685,False,Lag3
X2,X2,3,0.852,0.037602391338469876,False,Lag3
X3,X2,3,0.86,0.03741471430454871,False,Lag3
X6,X4,2,0.86,0.03746166533312887,False,Lag2
X5,X1,4,0.868,0.03711735496099436,False,Lag4
X3,X5,4,0.868,0.037073142252742254,False,Lag4
X2,X6,3,0.868,0.03713780020198263,False,Lag3
X2,X5,1,0.874,0.03687398254472457,False,Lag1
X1,X5,2,0.878,0.03679672563590745,False,Lag2
X6,X5,2,0.886,0.03670742381735672,False,Lag2
X5,X2,0,0.896,0.036377765865899886,False,Simultaneous
X2,X5,0,0.896,0.036377765865899886,False,Simultaneous
X4,X2,0,0.898,0.036343686245973165,False,Simultaneous
X2,X4,0,0.898,0.036343686245973165,False,Simultaneous
X4,X5,1,0.902,0.03618683329728973,False,Lag1
X1,X3,2,0.914,0.035860440339550465,False,Lag2
X4,X1,0,0.918,0.03583003675550757,False,Simultaneous
X1,X4,0,0.918,0.03583003675550757,False,Simultaneous
X2,X3,1,0.92,0.03555576717383181,False,Lag1
X5,X3,4,0.924,0.03528322265724518,False,Lag4
X5,X6,2,0.932,0.035060474831700564,False,Lag2
X2,X1,1,0.934,0.03494337931453778,False,Lag1
X1,X5,3,0.934,0.03490008681453749,False,Lag3
X6,X1,2,0.938,0.03469840741182729,False,Lag2
X5,X4,0,0.948,0.03407325469715689,False,Simultaneous
X4,X5,0,0.948,0.03407325469715689,False,Simultaneous
X2,X2,4,0.958,0.03371729228275039,False,Lag4
X2,X4,4,0.962,0.033452099888532774,False,Lag4
X6,X1,3,0.968,0.03330594931406403,False,Lag3
X2,X3,4,0.976,0.03257262449849257,False,Lag4
X6,X6,3,0.978,0.03246453427204236,False,Lag3
X2,X5,3,0.982,0.031776021314734074,False,Lag3
X5,X1,0,0.988,0.03095705450142169,False,Simultaneous
X1,X5,0,0.988,0.03095705450142169,False,Simultaneous
X1,X2,1,0.992,0.030617465091851016,False,Lag1
X1,X1,0,1.0,0.0,False,Simultaneous
X2,X2,0,1.0,0.0,False,Simultaneous
X3,X3,0,1.0,0.0,False,Simultaneous
X4,X4,0,1.0,0.0,False,Simultaneous
X5,X5,0,1.0,0.0,False,Simultaneous
X6,X6,0,1.0,0.0,False,Simultaneous
