From,To,Lag,P_value,Value,Causal,Type,Edge_Type,Restricted_MSE,Full_MSE
X5,X3,2,0.45161290322580644,7.947881066985851e-05,False,Lag2,Lagged,0.010966731100641827,0.010887252289971968
X1,X1,1,0.4838709677419355,9.370117312357783e-05,False,Lag1,Lagged,0.010571215897170305,0.010477514724046727
X5,X2,1,0.5161290322580645,3.361282252472078e-05,False,Lag1,Lagged,0.010042281324197167,0.010008668501672447
X3,X2,1,0.5483870967741935,4.327994011943219e-05,False,Lag1,Lagged,0.010001539439662343,0.009958259499542911
X6,X5,2,0.5483870967741935,2.421130903666399e-05,False,Lag2,Lagged,0.010971016068672295,0.010946804759635631
X1,X1,3,0.5483870967741935,1.9125634300776878e-05,False,Lag3,Lagged,0.01047445684629938,0.010455331211998603
X2,X3,3,0.5806451612903226,5.617758645844531e-05,False,Lag3,Lagged,0.010969281276965967,0.010913103690507521
X5,X1,2,0.6129032258064516,3.847710378443274e-05,False,Lag2,Lagged,0.010576333079584395,0.010537855975799962
X6,X1,2,0.6451612903225806,8.77017516528189e-05,False,Lag2,Lagged,0.010553407860722445,0.010465706109069627
X1,X3,1,0.6451612903225806,5.97081750698461e-05,False,Lag1,Lagged,0.01097585209152394,0.010916143916454095
X3,X3,3,0.6451612903225806,5.144982166579298e-05,False,Lag3,Lagged,0.010880229993304118,0.010828780171638325
X6,X4,3,0.6451612903225806,2.602673562138169e-05,False,Lag3,Lagged,0.011295161618801746,0.011269134883180364
X6,X1,3,0.6774193548387096,9.990064545965446e-06,False,Lag3,Lagged,0.010549381475494083,0.010539391410948118
X1,X6,2,0.7096774193548387,7.816564204453716e-05,False,Lag2,Lagged,0.010341826325377142,0.010263660683332605
X4,X1,1,0.7741935483870968,3.232994243392018e-05,False,Lag1,Lagged,0.010557685322423216,0.010525355379989295
X2,X1,3,0.7741935483870968,1.1934078424369332e-05,False,Lag3,Lagged,0.010555435376632916,0.010543501298208547
X6,X3,3,0.7741935483870968,9.662654156269643e-06,False,Lag3,Lagged,0.010986936289780902,0.010977273635624632
X6,X6,3,0.8709677419354839,4.190475577396657e-05,False,Lag3,Lagged,0.010374875645310339,0.010332970889536372
X3,X1,1,0.8709677419354839,2.4399840275812074e-05,False,Lag1,Lagged,0.010605085936712782,0.01058068609643697
X3,X1,2,1.0,-4.2332829732968924e-07,False,Lag2,Lagged,0.010566914866400193,0.010567338194697523
X4,X4,2,1.0,-5.863806679074282e-06,False,Lag2,Lagged,0.011338273632720261,0.011344137439399335
X6,X5,1,1.0,-7.598505351326043e-06,False,Lag1,Lagged,0.010942321009939256,0.010949919515290582
X5,X5,2,1.0,-8.116446252552992e-06,False,Lag2,Lagged,0.010887536661869894,0.010895653108122447
X5,X1,3,1.0,-1.0156254436524681e-05,False,Lag3,Lagged,0.010450759639579402,0.010460915894015927
X4,X4,3,1.0,-1.1097014690266208e-05,False,Lag3,Lagged,0.011247867100332445,0.011258964115022712
X5,X2,2,1.0,-1.3933719637147443e-05,False,Lag2,Lagged,0.010059438982289375,0.010073372701926523
X4,X5,1,1.0,-1.7276849323235102e-05,False,Lag1,Lagged,0.010964447642445736,0.010981724491768971
X3,X2,2,1.0,-1.9358661348599718e-05,False,Lag2,Lagged,0.009990038977716505,0.010009397639065104
X5,X6,1,1.0,-2.025326789510326e-05,False,Lag1,Lagged,0.010189013814193038,0.010209267082088141
X1,X5,2,1.0,-2.3413446359955847e-05,False,Lag2,Lagged,0.011030708497407324,0.01105412194376728
X4,X3,1,1.0,-2.5910694339747672e-05,False,Lag1,Lagged,0.010819531282853805,0.010845441977193553
X3,X1,3,1.0,-3.0519859227560314e-05,False,Lag3,Lagged,0.010434719766816583,0.010465239626044143
X6,X2,3,1.0,-3.5401506083419104e-05,False,Lag3,Lagged,0.009968513217479687,0.010003914723563106
X4,X1,3,1.0,-3.691116381355358e-05,False,Lag3,Lagged,0.010447150869260853,0.010484062033074407
X2,X4,3,1.0,-3.97017476819056e-05,False,Lag3,Lagged,0.011227193081521333,0.011266894829203239
X3,X6,3,1.0,-3.9972958908849124e-05,False,Lag3,Lagged,0.010173673444276032,0.010213646403184881
X3,X5,1,1.0,-4.024369657455208e-05,False,Lag1,Lagged,0.010981372072286895,0.011021615768861447
X2,X5,1,1.0,-4.624269244644409e-05,False,Lag1,Lagged,0.010994426622269057,0.011040669314715501
X5,X6,3,1.0,-4.8647570385270886e-05,False,Lag3,Lagged,0.010178704660062307,0.010227352230447578
X4,X2,1,1.0,-5.0377873275012086e-05,False,Lag1,Lagged,0.009959674562793964,0.010010052436068976
X2,X1,2,1.0,-5.463825097233588e-05,False,Lag2,Lagged,0.010446792333403834,0.01050143058437617
X6,X1,1,1.0,-6.016542338729315e-05,False,Lag1,Lagged,0.01038239483039365,0.010442560253780942
X5,X5,3,1.0,-6.979721859304289e-05,False,Lag3,Lagged,0.010972676510345378,0.01104247372893842
X5,X1,1,1.0,-7.01324263003393e-05,False,Lag1,Lagged,0.010373069154010279,0.010443201580310618
X6,X6,1,1.0,-7.085942653118661e-05,False,Lag1,Lagged,0.01023602174808194,0.010306881174613126
X5,X4,1,1.0,-7.383935601379399e-05,False,Lag1,Lagged,0.01126921289312518,0.011343052249138974
X2,X6,3,1.0,-7.642970533972698e-05,False,Lag3,Lagged,0.01021646187819397,0.010292891583533697
X4,X3,2,1.0,-8.081163032704758e-05,False,Lag2,Lagged,0.010816587572220204,0.010897399202547252
X5,X5,1,1.0,-8.325337227287587e-05,False,Lag1,Lagged,0.010918462943075769,0.011001716315348645
X1,X2,2,1.0,-9.055503741340828e-05,False,Lag2,Lagged,0.009909138461695778,0.009999693499109187
X1,X3,3,1.0,-9.701867291043477e-05,False,Lag3,Lagged,0.010843584440326686,0.010940603113237121
X1,X4,1,1.0,-0.00010064774920471795,False,Lag1,Lagged,0.011133562485206519,0.011234210234411237
X2,X3,2,1.0,-0.00010263430308273154,False,Lag2,Lagged,0.01067818180635535,0.010780816109438082
X4,X1,2,1.0,-0.00010738942578898854,False,Lag2,Lagged,0.010335525919281106,0.010442915345070095
X4,X6,2,1.0,-0.00011492204095760183,False,Lag2,Lagged,0.010187938551397322,0.010302860592354924
X3,X3,2,1.0,-0.00011713835904181985,False,Lag2,Lagged,0.010734881102681499,0.010852019461723319
X5,X6,2,1.0,-0.00012145232758405469,False,Lag2,Lagged,0.01019497880387711,0.010316431131461164
X2,X5,3,1.0,-0.00012393595113792573,False,Lag3,Lagged,0.010930466097103185,0.01105440204824111
X6,X3,1,1.0,-0.00012554400638668285,False,Lag1,Lagged,0.010770312832026709,0.010895856838413391
X1,X4,2,1.0,-0.00013469402953179659,False,Lag2,Lagged,0.011204131199114432,0.011338825228646229
X1,X2,1,1.0,-0.0001396874086210878,False,Lag1,Lagged,0.009875035214607796,0.010014722623228884
X5,X3,1,1.0,-0.00015111819716099803,False,Lag1,Lagged,0.01082891503576979,0.010980033232930788
X1,X1,2,1.0,-0.00015300083655545894,False,Lag2,Lagged,0.010399487092238043,0.010552487928793501
X6,X6,2,1.0,-0.00015764789834296113,False,Lag2,Lagged,0.010129338331445857,0.010286986229788818
X4,X5,2,1.0,-0.00016826535519881905,False,Lag2,Lagged,0.010903744773776416,0.011072010128975235
X2,X3,1,1.0,-0.00017200686823651452,False,Lag1,Lagged,0.010734740858314667,0.010906747726551182
X3,X6,2,1.0,-0.00018079098003985494,False,Lag2,Lagged,0.010074806147614643,0.010255597127654498
X5,X2,3,1.0,-0.00018146396644872984,False,Lag3,Lagged,0.009844814443758712,0.010026278410207442
X4,X6,1,1.0,-0.00018295029828471233,False,Lag1,Lagged,0.010155489812157309,0.010338440110442021
X2,X2,1,1.0,-0.00018838798982401435,False,Lag1,Lagged,0.009958129885134575,0.010146517874958589
X3,X5,3,1.0,-0.00021386082574797495,False,Lag3,Lagged,0.010818709021647506,0.011032569847395481
X6,X4,1,1.0,-0.00021706490028844568,False,Lag1,Lagged,0.011109066661035552,0.011326131561323997
X6,X5,3,1.0,-0.000245469842101052,False,Lag3,Lagged,0.010790531217058433,0.011036001059159485
X4,X2,2,1.0,-0.0002469553332188502,False,Lag2,Lagged,0.009842363153244375,0.010089318486463226
X1,X6,3,1.0,-0.0003065370633110742,False,Lag3,Lagged,0.010082992570733633,0.010389529634044707
X6,X4,2,1.0,-0.0003294967651102012,False,Lag2,Lagged,0.011116619134744307,0.011446115899854508
